period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
2024-09-16,STX,TEXAS,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_STX_DPG,Texas All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),2.745,$/GAL
2024-09-16,Y05SF,SAN FRANCISCO,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_Y05SF_DPG,"San Francisco, CA All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon)",5.031,$/GAL
2024-09-16,SMA,MASSACHUSETTS,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_SMA_DPG,Massachusetts All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.291,$/GAL
2024-09-16,R1Z,PADD 1C,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_R1Z_DPG,Lower Atlantic (PADD 1C) All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.086,$/GAL
2024-09-16,SWA,WASHINGTON,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_SWA_DPG,Washington All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.086,$/GAL
2024-09-16,SCO,COLORADO,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_SCO_DPG,Colorado All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.517,$/GAL
2024-09-16,YDEN,DENVER,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_YDEN_DPG,Denver All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.514,$/GAL
2024-09-16,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_R5XCA_DPG,West Coast (PADD 5) Except California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.825,$/GAL
2024-09-16,STX,TEXAS,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_STX_DPG,Texas All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.791,$/GAL
2024-09-16,SNY,NEW YORK,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_SNY_DPG,New York All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.351,$/GAL
2024-09-16,R1X,PADD 1A,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_R1X_DPG,New England (PADD 1A) All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.283,$/GAL
2024-09-16,YORD,CHICAGO,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_YORD_DPG,Chicago All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.673,$/GAL
2024-09-16,R1Y,PADD 1B,EPD2DXL0,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,EMD_EPD2DXL0_PTE_R1Y_DPG,Central Atlantic (PADD 1B) No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),3.81,$/GAL
2024-09-16,R30,PADD 3,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_R30_DPG,Gulf Coast Regular Conventional Retail Gasoline Prices (Dollars per Gallon),2.735,$/GAL
2024-09-16,R10,PADD 1,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_R10_DPG,East Coast Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.069,$/GAL
2024-09-16,STX,TEXAS,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_STX_DPG,Texas Regular Conventional Retail Gasoline Prices (Dollars per Gallon),2.662,$/GAL
2024-09-16,SOH,OHIO,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_SOH_DPG,Ohio Regular Conventional Retail Gasoline Prices (Dollars per Gallon),2.882,$/GAL
2024-09-16,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_R5XCA_DPG,West Coast (PADD 5) Except California Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.811,$/GAL
2024-09-16,Y05LA,LOS ANGELES,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_Y05LA_DPG,"Los Angeles, CA Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.322,$/GAL
2024-09-16,YBOS,BOSTON,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_YBOS_DPG,"Boston, MA Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.15,$/GAL
2024-09-16,YDEN,DENVER,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_YDEN_DPG,Denver Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.339,$/GAL
2024-09-16,SNY,NEW YORK,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_SNY_DPG,New York Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.229,$/GAL
2024-09-16,SFL,FLORIDA,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_SFL_DPG,Florida Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.844,$/GAL
2024-09-16,R1Y,PADD 1B,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_R1Y_DPG,Central Atlantic (PADD 1B) Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.173,$/GAL
2024-09-16,R20,PADD 2,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_R20_DPG,Midwest Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.814,$/GAL
2024-09-16,R50,PADD 5,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_R50_DPG,West Coast Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),4.934,$/GAL
2024-09-16,SMA,MASSACHUSETTS,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_SMA_DPG,Massachusetts Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),4.048,$/GAL
