period,area-name,product,product-name,process,process-name,series-description,value($/GAL),area
2024-09-23,East Coast (Central),Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,Lower Atlantic (PADD 1C) Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),2.916,Region
2024-09-23,COLORADO,Gasoline,Regular Gasoline,PTE,Retail Sales,Colorado Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.419,State
2024-09-23,East Coast (North),Gasoline,Regular Gasoline,PTE,Retail Sales,Central Atlantic (PADD 1B) Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.205,Region
2024-09-23,FLORIDA,Gasoline,Conventional Premium Gasoline,PTE,Retail Sales,Florida Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.844,State
2024-09-23,OHIO,Gasoline,Conventional Premium Gasoline,PTE,Retail Sales,Ohio Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.145,State
2024-09-23,Midwest,Gasoline,Conventional Premium Gasoline,PTE,Retail Sales,Midwest Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.88,Region
2024-09-23,East Coast (South),Gasoline,Reformulated Premium Gasoline,PTE,Retail Sales,New England (PADD 1A) Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),3.989,Region
2024-09-23,HOUSTON,Gasoline,Reformulated Premium Gasoline,PTE,Retail Sales,"Houston, TX Premium Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.58,City
2024-09-23,LOS ANGELES,Gasoline,Reformulated Premium Gasoline,PTE,Retail Sales,"Los Angeles, CA Premium Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.708,City
2024-09-23,West Coast,Gasoline,Reformulated Premium Gasoline,PTE,Retail Sales,West Coast Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),4.898,Region
2024-09-23,U.S.,Gasoline,Premium Gasoline,PTE,Retail Sales,U.S. Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.108,Region
2024-09-23,East Coast (South),Gasoline,Premium Gasoline,PTE,Retail Sales,New England (PADD 1A) Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),3.988,Region
2024-09-23,East Coast (Central),Gasoline,Premium Gasoline,PTE,Retail Sales,Lower Atlantic (PADD 1C) Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),3.783,Region
2024-09-23,SAN FRANCISCO,Gasoline,Premium Gasoline,PTE,Retail Sales,San Francisco Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),5.309,City
2024-09-23,COLORADO,Gasoline,Gasoline Conventional Midgrade,PTE,Retail Sales,Colorado Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.809,State
2024-09-23,FLORIDA,Gasoline,Gasoline Conventional Midgrade,PTE,Retail Sales,Florida Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.515,State
2024-09-23,CLEVELAND,Gasoline,Gasoline Conventional Midgrade,PTE,Retail Sales,"Cleveland, OH Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon)",3.651,City
2024-09-23,Gulf Coast,Gasoline,Gasoline Reformulated Midgrade,PTE,Retail Sales,Gulf Coast Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.225,Region
2024-09-23,NEW YORK CITY,Gasoline,Gasoline Reformulated Midgrade,PTE,Retail Sales,New York Harbor Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.624,City
2024-09-23,West Coast,Gasoline,Midgrade Gasoline,PTE,Retail Sales,West Coast Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),4.549,Region
2024-09-23,MINNESOTA,Gasoline,Midgrade Gasoline,PTE,Retail Sales,Minnesota Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.402,State
2024-09-23,U.S.,Gasoline,Midgrade Gasoline,PTE,Retail Sales,U.S. Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.751,Region
2024-09-23,BOSTON,Gasoline,Midgrade Gasoline,PTE,Retail Sales,"Boston, MA Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.649,City
2024-09-23,OHIO,Gasoline,Midgrade Gasoline,PTE,Retail Sales,Ohio Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.624,State
2024-09-23,MASSACHUSETTS,Gasoline,Midgrade Gasoline,PTE,Retail Sales,Massachusetts Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.688,State
2024-09-23,WASHINGTON,Gasoline,Conventional Gasoline (No Oxy),PTE,Retail Sales,Washington All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),4.046,State
2024-09-23,LOS ANGELES,Gasoline,Reformulated Motor Gasoline,PTE,Retail Sales,"Los Angeles, CA All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.41,City
2024-09-23,CHICAGO,Gasoline,Reformulated Motor Gasoline,PTE,Retail Sales,"Chicago, IL All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.725,City
2024-09-23,East Coast,Gasoline,Reformulated Motor Gasoline,PTE,Retail Sales,East Coast All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.214,Region
2024-09-23,CALIFORNIA,Gasoline,Total Gasoline,PTE,Retail Sales,California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.607,State
2024-09-23,CLEVELAND,Gasoline,Total Gasoline,PTE,Retail Sales,"Cleveland, OH All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.203,City
2024-09-23,CHICAGO,Gasoline,Total Gasoline,PTE,Retail Sales,Chicago All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.725,City
2024-09-23,West Coast,Gasoline,Total Gasoline,PTE,Retail Sales,West Coast All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.247,Region
2024-09-23,U.S.,Diesel,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,U.S. No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),3.539,Region
2024-09-23,Midwest,Diesel,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,Midwest No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),3.511,Region
2024-09-23,East Coast (Central),Diesel,No 2 Diesel,PTE,Retail Sales,Lower Atlantic (PADD 1C) No 2 Diesel Retail Prices (Dollars per Gallon),3.467,Region
2024-09-23,Gulf Coast,Diesel,No 2 Diesel,PTE,Retail Sales,Gulf Coast No 2 Diesel Retail Prices (Dollars per Gallon),3.191,Region
2024-09-23,SEATTLE,Gasoline,Conventional Regular Gasoline,PTE,Retail Sales,"Seattle, WA Regular Conventional Retail Gasoline Prices (Dollars per Gallon)",4.209,City
2024-09-23,Rocky Mountain,Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,Rocky Mountain Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.391,Region
2024-09-23,HOUSTON,Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,"Houston, TX Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",2.667,City
2024-09-23,BOSTON,Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,"Boston, MA Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.102,City
2024-09-23,Midwest,Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,Midwest Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.358,Region
2024-09-23,NEW YORK,Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,New York Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.015,State
2024-09-23,Gulf Coast,Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,Gulf Coast Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),2.714,Region
2024-09-23,East Coast (Central),Gasoline,Regular Gasoline,PTE,Retail Sales,Lower Atlantic (PADD 1C) Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),2.951,Region
2024-09-23,East Coast (South),Gasoline,Regular Gasoline,PTE,Retail Sales,New England (PADD 1A) Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.078,Region
2024-09-23,TEXAS,Gasoline,Regular Gasoline,PTE,Retail Sales,Texas Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),2.71,State
2024-09-23,MIAMI,Gasoline,Conventional Premium Gasoline,PTE,Retail Sales,"Miami, FL Premium Conventional Retail Gasoline Prices (Dollars per Gallon)",3.887,City
2024-09-23,East Coast (North),Gasoline,Conventional Premium Gasoline,PTE,Retail Sales,Central Atlantic (PADD 1B) Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.12,Region
2024-09-23,East Coast (South),Gasoline,Conventional Premium Gasoline,PTE,Retail Sales,New England (PADD 1A) Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.985,Region
2024-09-23,East Coast (North),Gasoline,Reformulated Premium Gasoline,PTE,Retail Sales,Central Atlantic (PADD 1B) Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),3.979,Region
2024-09-23,MASSACHUSETTS,Gasoline,Reformulated Premium Gasoline,PTE,Retail Sales,Massachusetts Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),3.989,State
2024-09-23,MASSACHUSETTS,Gasoline,Premium Gasoline,PTE,Retail Sales,Massachusetts Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),3.989,State
2024-09-23,BOSTON,Gasoline,Premium Gasoline,PTE,Retail Sales,"Boston, MA Premium All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.966,City
2024-09-23,SEATTLE,Gasoline,Premium Gasoline,PTE,Retail Sales,"Seattle, WA Premium All Formulations Retail Gasoline Prices (Dollars per Gallon)",4.719,City
2024-09-23,NEW YORK,Gasoline,Premium Gasoline,PTE,Retail Sales,New York Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.048,State
2024-09-23,Midwest,Gasoline,Gasoline Conventional Midgrade,PTE,Retail Sales,Midwest Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.396,Region
2024-09-23,East Coast,Gasoline,Gasoline Reformulated Midgrade,PTE,Retail Sales,East Coast Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.635,Region
2024-09-23,CHICAGO,Gasoline,Gasoline Reformulated Midgrade,PTE,Retail Sales,"Chicago, IL Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.147,City
2024-09-23,NEW YORK,Gasoline,Midgrade Gasoline,PTE,Retail Sales,New York Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.638,State
2024-09-23,DENVER,Gasoline,Midgrade Gasoline,PTE,Retail Sales,Denver Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.841,City
2024-09-23,FLORIDA,Gasoline,Midgrade Gasoline,PTE,Retail Sales,Florida Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.515,State
2024-09-23,East Coast,Gasoline,Midgrade Gasoline,PTE,Retail Sales,East Coast Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.539,Region
2024-09-23,Rocky Mountain,Gasoline,Midgrade Gasoline,PTE,Retail Sales,Rocky Mountain Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.744,Region
2024-09-23,NEW YORK,Gasoline,Reformulated Motor Gasoline,PTE,Retail Sales,New York All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.202,State
2024-09-23,NEW YORK CITY,Gasoline,Reformulated Motor Gasoline,PTE,Retail Sales,New York Harbor All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.225,City
2024-09-23,East Coast (Central),Gasoline,Total Gasoline,PTE,Retail Sales,Lower Atlantic (PADD 1C) All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.056,Region
2024-09-23,Rocky Mountain,Diesel,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,Rocky Mountain No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),3.608,Region
2024-09-23,East Coast,Diesel,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,East Coast No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),3.577,Region
2024-09-23,Gulf Coast,Diesel,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,Gulf Coast No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),3.191,Region
2024-09-23,West Coast,Gasoline,Conventional Regular Gasoline,PTE,Retail Sales,West Coast Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.787,Region
2024-09-23,U.S.,Gasoline,Conventional Regular Gasoline,PTE,Retail Sales,U.S. Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.074,Region
2024-09-23,WASHINGTON,Gasoline,Conventional Regular Gasoline,PTE,Retail Sales,Washington Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.95,State
2024-09-23,East Coast,Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,East Coast Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.067,Region
2024-09-23,U.S.,Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,U.S. Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.426,Region
2024-09-23,West Coast,Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,West Coast Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),4.313,Region
2024-09-23,LOS ANGELES,Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,"Los Angeles, CA Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.294,City
2024-09-23,TEXAS,Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,Texas Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),2.714,State
2024-09-23,DENVER,Gasoline,Regular Gasoline,PTE,Retail Sales,Denver Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.391,City
2024-09-23,MINNESOTA,Gasoline,Regular Gasoline,PTE,Retail Sales,Minnesota Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.068,State
2024-09-23,BOSTON,Gasoline,Regular Gasoline,PTE,Retail Sales,"Boston, MA Regular All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.102,City
2024-09-23,MASSACHUSETTS,Gasoline,Regular Gasoline,PTE,Retail Sales,Massachusetts Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.087,State
2024-09-23,West Coast,Gasoline,Conventional Premium Gasoline,PTE,Retail Sales,West Coast Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.374,Region
2024-09-23,TEXAS,Gasoline,Reformulated Premium Gasoline,PTE,Retail Sales,Texas Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),3.548,State
2024-09-23,DENVER,Gasoline,Premium Gasoline,PTE,Retail Sales,Denver Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.156,City
2024-09-23,East Coast (North),Gasoline,Premium Gasoline,PTE,Retail Sales,Central Atlantic (PADD 1B) Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.016,Region
2024-09-23,Rocky Mountain,Gasoline,Gasoline Conventional Midgrade,PTE,Retail Sales,Rocky Mountain Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.72,Region
2024-09-23,U.S.,Gasoline,Gasoline Conventional Midgrade,PTE,Retail Sales,U.S. Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.532,Region
2024-09-23,West Coast,Gasoline,Gasoline Conventional Midgrade,PTE,Retail Sales,West Coast Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),4.153,Region
2024-09-23,U.S.,Gasoline,Gasoline Reformulated Midgrade,PTE,Retail Sales,U.S. Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),4.068,Region
2024-09-23,LOS ANGELES,Gasoline,Gasoline Reformulated Midgrade,PTE,Retail Sales,"Los Angeles, CA Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.673,City
2024-09-23,SAN FRANCISCO,Gasoline,Midgrade Gasoline,PTE,Retail Sales,San Francisco Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),5.081,City
2024-09-23,Midwest,Gasoline,Midgrade Gasoline,PTE,Retail Sales,Midwest Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.517,Region
2024-09-23,LOS ANGELES,Gasoline,Midgrade Gasoline,PTE,Retail Sales,Los Angeles Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),4.673,City
2024-09-23,HOUSTON,Gasoline,Midgrade Gasoline,PTE,Retail Sales,Houston Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.255,City
2024-09-23,SEATTLE,Gasoline,Midgrade Gasoline,PTE,Retail Sales,"Seattle, WA Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon)",4.672,City
2024-09-23,West Coast (except California),Gasoline,Midgrade Gasoline,PTE,Retail Sales,West Coast (PADD 5) Except California Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),4.098,Region
2024-09-23,OHIO,Gasoline,Conventional Gasoline (No Oxy),PTE,Retail Sales,Ohio All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.184,State
2024-09-23,NEW YORK,Gasoline,Conventional Gasoline (No Oxy),PTE,Retail Sales,New York All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.431,State
2024-09-23,East Coast (North),Gasoline,Conventional Gasoline (No Oxy),PTE,Retail Sales,Central Atlantic (PADD 1B) All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.421,Region
2024-09-23,West Coast,Gasoline,Conventional Gasoline (No Oxy),PTE,Retail Sales,West Coast All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.887,Region
2024-09-23,TEXAS,Gasoline,Conventional Gasoline (No Oxy),PTE,Retail Sales,Texas All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),2.79,State
2024-09-23,COLORADO,Gasoline,Reformulated Motor Gasoline,PTE,Retail Sales,Colorado Allgrades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.564,State
2024-09-23,TEXAS,Gasoline,Reformulated Motor Gasoline,PTE,Retail Sales,Texas All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),2.829,State
2024-09-23,East Coast (Central),Gasoline,Reformulated Motor Gasoline,PTE,Retail Sales,Lower Atlantic (PADD 1C) All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.027,Region
2024-09-23,HOUSTON,Gasoline,Total Gasoline,PTE,Retail Sales,Houston All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.8,City
2024-09-23,NEW YORK,Gasoline,Total Gasoline,PTE,Retail Sales,New York All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.312,State
2024-09-23,U.S.,Diesel,No 2 Diesel,PTE,Retail Sales,U.S. No 2 Diesel Retail Prices (Dollars per Gallon),3.539,Region
2024-09-23,West Coast (except California),Diesel,No 2 Diesel,PTE,Retail Sales,West Coast (PADD 5) Except California No 2 Diesel Retail Prices (Dollars per Gallon),3.815,Region
2024-09-23,East Coast (North),Diesel,No 2 Diesel,PTE,Retail Sales,Central Atlantic (PADD 1B) No 2 Diesel Retail Prices (Dollars per Gallon),3.813,Region
2024-09-23,DENVER,Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,"Denver, CO Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.386,City
2024-09-23,CALIFORNIA,Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,California Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),4.49,State
2024-09-23,OHIO,Gasoline,Regular Gasoline,PTE,Retail Sales,Ohio Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.093,State
2024-09-23,SEATTLE,Gasoline,Regular Gasoline,PTE,Retail Sales,"Seattle, WA Regular All Formulations Retail Gasoline Prices (Dollars per Gallon)",4.209,City
2024-09-23,East Coast,Gasoline,Conventional Premium Gasoline,PTE,Retail Sales,East Coast Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.857,Region
2024-09-23,SEATTLE,Gasoline,Conventional Premium Gasoline,PTE,Retail Sales,"Seattle, WA Premium Conventional Retail Gasoline Prices (Dollars per Gallon)",4.719,City
2024-09-23,Rocky Mountain,Gasoline,Reformulated Premium Gasoline,PTE,Retail Sales,Rocky Mountain Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),4.168,Region
2024-09-23,MIAMI,Gasoline,Premium Gasoline,PTE,Retail Sales,"Miami, FL Premium All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.887,City
2024-09-23,Rocky Mountain,Gasoline,Premium Gasoline,PTE,Retail Sales,Rocky Mountain Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.023,Region
2024-09-23,MINNESOTA,Gasoline,Gasoline Conventional Midgrade,PTE,Retail Sales,Minnesota Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.402,State
2024-09-23,WASHINGTON,Gasoline,Gasoline Conventional Midgrade,PTE,Retail Sales,Washington Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),4.281,State
2024-09-23,MIAMI,Gasoline,Gasoline Conventional Midgrade,PTE,Retail Sales,"Miami, FL Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon)",3.556,City
2024-09-23,Gulf Coast,Gasoline,Gasoline Conventional Midgrade,PTE,Retail Sales,Gulf Coast Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.245,Region
2024-09-23,East Coast,Gasoline,Gasoline Conventional Midgrade,PTE,Retail Sales,East Coast Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.484,Region
2024-09-23,East Coast (Central),Gasoline,Gasoline Conventional Midgrade,PTE,Retail Sales,Lower Atlantic (PADD 1C) Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.416,Region
2024-09-23,DENVER,Gasoline,Gasoline Reformulated Midgrade,PTE,Retail Sales,"Denver, CO Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.83,City
2024-09-23,NEW YORK,Gasoline,Gasoline Reformulated Midgrade,PTE,Retail Sales,New York Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.527,State
2024-09-23,HOUSTON,Gasoline,Gasoline Reformulated Midgrade,PTE,Retail Sales,"Houston, TX Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.255,City
2024-09-23,East Coast (Central),Gasoline,Gasoline Reformulated Midgrade,PTE,Retail Sales,Lower Atlantic (PADD 1C) Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.344,Region
2024-09-23,MASSACHUSETTS,Gasoline,Gasoline Reformulated Midgrade,PTE,Retail Sales,Massachusetts Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.688,State
2024-09-23,Gulf Coast,Gasoline,Midgrade Gasoline,PTE,Retail Sales,Gulf Coast Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.238,Region
2024-09-23,CALIFORNIA,Gasoline,Midgrade Gasoline,PTE,Retail Sales,California Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),4.797,State
2024-09-23,East Coast (Central),Gasoline,Midgrade Gasoline,PTE,Retail Sales,Lower Atlantic (PADD 1C) Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.409,Region
2024-09-23,COLORADO,Gasoline,Conventional Gasoline (No Oxy),PTE,Retail Sales,Colorado All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.577,State
2024-09-23,CLEVELAND,Gasoline,Conventional Gasoline (No Oxy),PTE,Retail Sales,"Cleveland, OH All Grades Conventional Retail Gasoline Prices (Dollars per Gallon)",3.203,City
2024-09-23,DENVER,Gasoline,Reformulated Motor Gasoline,PTE,Retail Sales,"Denver, CO Allgrades Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.556,City
2024-09-23,West Coast,Gasoline,Reformulated Motor Gasoline,PTE,Retail Sales,West Coast All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),4.452,Region
2024-09-23,West Coast (except California),Gasoline,Reformulated Motor Gasoline,PTE,Retail Sales,West Coast (PADD 5) Except California All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.417,Region
2024-09-23,OHIO,Gasoline,Total Gasoline,PTE,Retail Sales,Ohio All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.184,State
2024-09-23,MASSACHUSETTS,Gasoline,Total Gasoline,PTE,Retail Sales,Massachusetts All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.245,State
2024-09-23,DENVER,Gasoline,Total Gasoline,PTE,Retail Sales,Denver All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.565,City
2024-09-23,MIAMI,Gasoline,Total Gasoline,PTE,Retail Sales,"Miami, FL All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.244,City
2024-09-23,Gulf Coast,Gasoline,Total Gasoline,PTE,Retail Sales,Gulf Coast All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),2.831,Region
2024-09-23,West Coast,Diesel,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,West Coast No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),4.239,Region
2024-09-23,East Coast (Central),Gasoline,Conventional Regular Gasoline,PTE,Retail Sales,Lower Atlantic (PADD 1C) Regular Conventional Retail Gasoline Prices (Dollars per Gallon),2.954,Region
2024-09-23,Rocky Mountain,Gasoline,Conventional Regular Gasoline,PTE,Retail Sales,Rocky Mountain Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.446,Region
2024-09-23,Midwest,Gasoline,Conventional Regular Gasoline,PTE,Retail Sales,Midwest Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.029,Region
2024-09-23,East Coast (South),Gasoline,Reformulated Regular Gasoline,PTE,Retail Sales,New England (PADD 1A) Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.069,Region
2024-09-23,CHICAGO,Gasoline,Regular Gasoline,PTE,Retail Sales,Chicago Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.558,City
2024-09-23,HOUSTON,Gasoline,Regular Gasoline,PTE,Retail Sales,Houston Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),2.667,City
2024-09-23,LOS ANGELES,Gasoline,Regular Gasoline,PTE,Retail Sales,Los Angeles Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),4.294,City
2024-09-23,WASHINGTON,Gasoline,Regular Gasoline,PTE,Retail Sales,Washington Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.95,State
2024-09-23,SAN FRANCISCO,Gasoline,Regular Gasoline,PTE,Retail Sales,San Francisco Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),4.854,City
2024-09-23,CLEVELAND,Gasoline,Conventional Premium Gasoline,PTE,Retail Sales,"Cleveland, OH Premium Conventional Retail Gasoline Prices (Dollars per Gallon)",4.146,City
2024-09-23,COLORADO,Gasoline,Conventional Premium Gasoline,PTE,Retail Sales,Colorado Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.103,State
2024-09-23,East Coast,Gasoline,Reformulated Premium Gasoline,PTE,Retail Sales,East Coast Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),3.946,Region
2024-09-23,BOSTON,Gasoline,Reformulated Premium Gasoline,PTE,Retail Sales,"Boston, MA Premium Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.966,City
2024-09-23,Gulf Coast,Gasoline,Reformulated Premium Gasoline,PTE,Retail Sales,Gulf Coast Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),3.548,Region
2024-09-23,U.S.,Gasoline,Reformulated Premium Gasoline,PTE,Retail Sales,U.S. Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),4.338,Region
